original_path,new_path,action,reason,outcome_status,human_review_required
03-analytics-bi/reporting-governance/learning-path.md,14-learning-paths/analytics-bi/reporting-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/reporting-governance/quick-reference.md,13-reference/analytics-bi/reporting-governance.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/reporting-governance/reference-guide.md,04-analytics-bi/reporting-governance/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/reporting-governance/troubleshooting-guide.md,95-review-required/generated-scaffolding/04-analytics-bi/reporting-governance/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/README.md,04-analytics-bi/semantic-modeling/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/semantic-modeling/architecture-overview.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/best-practices.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/business-context.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/common-frameworks.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/examples/README.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/examples/example-01.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/examples/example-scenario.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/governance-checklist.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
03-analytics-bi/semantic-modeling/learning-path.md,14-learning-paths/analytics-bi/semantic-modeling.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/semantic-modeling/quick-reference.md,13-reference/analytics-bi/semantic-modeling.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/semantic-modeling/reference-guide.md,04-analytics-bi/semantic-modeling/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
03-analytics-bi/semantic-modeling/troubleshooting-guide.md,95-review-required/generated-scaffolding/04-analytics-bi/semantic-modeling/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/README.md,06-artificial-intelligence/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-agents/README.md,06-artificial-intelligence/ai-agents/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-agents/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-agents/learning-path.md,14-learning-paths/artificial-intelligence/ai-agents.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-agents/quick-reference.md,13-reference/artificial-intelligence/ai-agents.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-agents/reference-guide.md,06-artificial-intelligence/ai-agents/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-agents/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-agents/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/README.md,06-artificial-intelligence/ai-fundamentals/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-fundamentals/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-fundamentals/learning-path.md,14-learning-paths/artificial-intelligence/ai-fundamentals.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-fundamentals/quick-reference.md,13-reference/artificial-intelligence/ai-fundamentals.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-fundamentals/reference-guide.md,06-artificial-intelligence/ai-fundamentals/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/ai-fundamentals/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/ai-fundamentals/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/ai-governance/README.md,99-archive/superseded/ai-domain-ai-governance/README.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/architecture-overview.md,99-archive/superseded/ai-domain-ai-governance/architecture-overview.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/best-practices.md,99-archive/superseded/ai-domain-ai-governance/best-practices.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/business-context.md,99-archive/superseded/ai-domain-ai-governance/business-context.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/common-frameworks.md,99-archive/superseded/ai-domain-ai-governance/common-frameworks.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/examples/README.md,99-archive/superseded/ai-domain-ai-governance/examples/README.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/examples/example-01.md,99-archive/superseded/ai-domain-ai-governance/examples/example-01.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/examples/example-scenario.md,99-archive/superseded/ai-domain-ai-governance/examples/example-scenario.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/governance-checklist.md,99-archive/superseded/ai-domain-ai-governance/governance-checklist.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/learning-path.md,99-archive/superseded/ai-domain-ai-governance/learning-path.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/quick-reference.md,99-archive/superseded/ai-domain-ai-governance/quick-reference.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/reference-guide.md,99-archive/superseded/ai-domain-ai-governance/reference-guide.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/ai-governance/troubleshooting-guide.md,99-archive/superseded/ai-domain-ai-governance/troubleshooting-guide.md,archive,Canonical AI governance belongs in Security and Governance.,Superseded,false
04-ai-machine-learning/applied-ai-patterns/README.md,06-artificial-intelligence/applied-ai-patterns/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/applied-ai-patterns/applied-ai-patterns.md,06-artificial-intelligence/applied-ai-patterns/applied-ai-patterns.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/applied-ai-patterns/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/applied-ai-patterns/learning-path.md,14-learning-paths/artificial-intelligence/applied-ai-patterns.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/applied-ai-patterns/quick-reference.md,13-reference/artificial-intelligence/applied-ai-patterns.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/applied-ai-patterns/reference-guide.md,06-artificial-intelligence/applied-ai-patterns/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/applied-ai-patterns/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/applied-ai-patterns/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/claude.md,06-artificial-intelligence/ai-platforms/claude/README.md,move-and-split,Large canonical guide will be moved and divided along existing subject boundaries.,Completed,true
04-ai-machine-learning/index.md,99-archive/duplicates/domain-indexes/04-ai-machine-learning-index.md,archive,Exact or normalized duplicate of the domain README.,Archived,false
04-ai-machine-learning/model-evaluation/README.md,06-artificial-intelligence/model-evaluation/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/model-evaluation/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/model-evaluation/learning-path.md,14-learning-paths/artificial-intelligence/model-evaluation.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/model-evaluation/quick-reference.md,13-reference/artificial-intelligence/model-evaluation.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/model-evaluation/reference-guide.md,06-artificial-intelligence/model-evaluation/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/model-evaluation/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/model-evaluation/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/README.md,06-artificial-intelligence/prompt-engineering/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/prompt-engineering/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/prompt-engineering/learning-path.md,14-learning-paths/artificial-intelligence/prompt-engineering.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/prompt-engineering/quick-reference.md,13-reference/artificial-intelligence/prompt-engineering.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/prompt-engineering/reference-guide.md,06-artificial-intelligence/prompt-engineering/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/prompt-engineering/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/prompt-engineering/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/README.md,06-artificial-intelligence/rag/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/rag/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/rag/learning-path.md,14-learning-paths/artificial-intelligence/rag.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/rag/quick-reference.md,13-reference/artificial-intelligence/rag.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/rag/reference-guide.md,06-artificial-intelligence/rag/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/rag/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/rag/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/README.md,06-artificial-intelligence/responsible-ai/README.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/responsible-ai/architecture-overview.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/best-practices.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/business-context.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/common-frameworks.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/examples/README.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/examples/example-01.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/examples/example-scenario.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/governance-checklist.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
04-ai-machine-learning/responsible-ai/learning-path.md,14-learning-paths/artificial-intelligence/responsible-ai.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/responsible-ai/quick-reference.md,13-reference/artificial-intelligence/responsible-ai.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/responsible-ai/reference-guide.md,06-artificial-intelligence/responsible-ai/reference-guide.md,move,Align with the target taxonomy and content-type placement.,Completed,false
04-ai-machine-learning/responsible-ai/troubleshooting-guide.md,95-review-required/generated-scaffolding/06-artificial-intelligence/responsible-ai/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/README.md,05-automation/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/automation-monitoring/README.md,05-automation/automation-monitoring/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/automation-monitoring/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/best-practices.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/business-context.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/examples/README.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/examples/example-01.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/examples/example-scenario.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/governance-checklist.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/automation-monitoring/learning-path.md,14-learning-paths/automation/automation-monitoring.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/automation-monitoring/quick-reference.md,13-reference/automation/automation-monitoring.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/automation-monitoring/reference-guide.md,05-automation/automation-monitoring/reference-guide.md,keep,Already in the intended primary location.,Completed,false
05-automation/automation-monitoring/troubleshooting-guide.md,95-review-required/generated-scaffolding/05-automation/automation-monitoring/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/README.md,05-automation/bot-support-models/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/bot-support-models/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/best-practices.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/business-context.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/examples/README.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/examples/example-01.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/examples/example-scenario.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/governance-checklist.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/bot-support-models/learning-path.md,14-learning-paths/automation/bot-support-models.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/bot-support-models/quick-reference.md,13-reference/automation/bot-support-models.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/bot-support-models/reference-guide.md,05-automation/bot-support-models/reference-guide.md,keep,Already in the intended primary location.,Completed,false
05-automation/bot-support-models/troubleshooting-guide.md,95-review-required/generated-scaffolding/05-automation/bot-support-models/troubleshooting-guide.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/README.md,05-automation/exception-handling/README.md,keep,Already in the intended primary location.,Completed,false
05-automation/exception-handling/architecture-overview.md,95-review-required/generated-scaffolding/05-automation/exception-handling/architecture-overview.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/best-practices.md,95-review-required/generated-scaffolding/05-automation/exception-handling/best-practices.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/business-context.md,95-review-required/generated-scaffolding/05-automation/exception-handling/business-context.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/common-frameworks.md,95-review-required/generated-scaffolding/05-automation/exception-handling/common-frameworks.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/examples/README.md,95-review-required/generated-scaffolding/05-automation/exception-handling/examples/README.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/examples/example-01.md,95-review-required/generated-scaffolding/05-automation/exception-handling/examples/example-01.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/examples/example-scenario.md,95-review-required/generated-scaffolding/05-automation/exception-handling/examples/example-scenario.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/governance-checklist.md,95-review-required/generated-scaffolding/05-automation/exception-handling/governance-checklist.md,review,Generated fragment requires subject-specific authority review.,Review Required,true
05-automation/exception-handling/learning-path.md,14-learning-paths/automation/exception-handling.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/exception-handling/quick-reference.md,13-reference/automation/exception-handling.md,move,Align with the target taxonomy and content-type placement.,Completed,false
05-automation/exception-handling/reference-guide.md,05-automation/exception-handling/reference-guide.md,keep,Already in the intended primary location.,Completed,false
